idx,source,code,desc,unit,qty,manual_price,type,status,final_price,method
27.3.7.1,SINAPI,91926,"CABO DE COBRE FLEXÍVEL ISOLADO, 2,5 MM², ANTI-CHAMA 450/750 V",M,515.0,4.85,ITEM,OK,4.822962072599999,CALCULATED
27.3.8,,,ATERRAMENTO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.3.8.1,IOPES,S160318,CABO COBRE NU 35MM²,M,54.0,54.79,ITEM,NO_COMP,54.79,PO_MANUAL
27.3.8.2,SIURB,09.006.097 (E),CABO COBRE NU 95MM²,M,20.0,121.25,ITEM,NO_COMP,121.25,PO_MANUAL
27.3.8.3,CPTM,02.03.10.100.147,FIO DE COBRE NU TIPO CORDOALHA PARA ATERRAMENTO - 25MM² X 300MM,M,8.0,36.82,ITEM,NO_COMP,36.82,PO_MANUAL
27.3.9,,,LEITO DE CABOS - ELETROLÍTICO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.3.9.1,CPOS,38.12.130,LEITO PESADO 1400X100MM,M,27.0,719.06,ITEM,NO_COMP,769.38,PO_MANUAL
27.3.9.2,CPOS,38.12.130,LEITO PESADO 1500X100MM,M,14.0,769.38,ITEM,NO_COMP,769.38,PO_MANUAL
27.3.9.3,SP OBRAS,38.12.130,LEITO PESADO 800X100MM,M,1.0,417.1,ITEM,NO_COMP,769.38,PO_MANUAL
27.3.9.4,SP OBRAS,38.12.120,LEITO PESADO 500X100MM,M,1.0,330.88000000000005,ITEM,NO_COMP,330.88000000000005,PO_MANUAL
27.3.9.5,SP OBRAS,38.12.090,LEITO PESADO 400X100MM,M,6.0,305.68,ITEM,NO_COMP,305.68,PO_MANUAL
27.3.9.6,CPOS,38.12.086,LEITO DE CABOS 200X100MM,M,3.0,159.97,ITEM,NO_COMP,232.67,PO_MANUAL
27.3.9.7,EMOP,15.018.0595-0,CURVA HORIZONTAL PARA LEITO PESADO 400X100MM,UN,1.0,59.17,ITEM,NO_COMP,59.17,PO_MANUAL
27.3.9.8,ORSE,S12844,TAPETE DE BORRACHA PARA MANOBRA ISOLAÇÃO 15KV,PÇ,16.0,905.3199999999999,ITEM,NO_COMP,905.3199999999999,PO_MANUAL
27.4,,,SE380V,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.4.1,,,"SETOR MT, QGBTS",,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.4.1.1,EMOP,15.008.0394-0,"CABO DE COBRE SINGELO, SEÇÃO 70MM², ENCORDOAMENTO CLASSE 5, ISOLAÇÃO 12/20KV - 90º - ALIMENTADORES AL1.SE220V E AL2.SE220V",M,2520.0,109.97,ITEM,NO_COMP,109.97,PO_MANUAL
27.4.1.2,SCO,IT 24.72.0112 (/),"TRANSFORMADOR DE DISTRIBUIÇÃO TRIFÁSICO A SECO, EQUIPADO COM INVÓLUCRO/CUBÍCULO DE PROTEÇÃO, LIGAÇÃO DELTA-ESTRELA ATERRADA, POTÊNCIA NOMINAL = 2000KVA - 60HZ, IMPEDÂNCIA 6,00%, PRIMÁRIO (M.T.) = 13,8/13,2/12,6/12,0/11,4KV - SECUNDÁRIO (B.T.) =380/220V, IP 21, EFICIÊNCIA MINIMA ""B"" COM SISTEMA DE PROTEÇÃO TÉRMICA, PROTOCOLO DE COMUNICAÇÃO TCPIP/RS 485 MODBUS, COM CONEXÕES, FIXAÇÕES E ACESSÓRIOS - FORNECIMENTO (SERVIÇO)",UN,2.0,4187.32,ITEM,NO_COMP,4187.32,PO_MANUAL
27.4.1.3,PRÓPRIA,COT-ELE-HUUFCA-004,"TRANSFORMADOR DE DISTRIBUIÇÃO TRIFÁSICO A SECO, EQUIPADO COM INVÓLUCRO/CUBÍCULO DE PROTEÇÃO, LIGAÇÃO DELTA-ESTRELA ATERRADA, POTÊNCIA NOMINAL = 2000KVA - 60HZ, IMPEDÂNCIA 6,00%, PRIMÁRIO (M.T.) = 13,8/13,2/12,6/12,0/11,4KV - SECUNDÁRIO (B.T.) =380/220V, IP 21, EFICIÊNCIA MINIMA ""B"" COM SISTEMA DE PROTEÇÃO TÉRMICA, PROTOCOLO DE COMUNICAÇÃO TCPIP/RS 485 MODBUS, COM CONEXÕES, FIXAÇÕES E ACESSÓRIOS - FORNECIMENTO (FORNECIMENTO DE MATERIAL) - BDI = 17,31",UN,2.0,189300.0,ITEM,NO_COMP,189300.0,PO_MANUAL
27.4.1.4,CPOS,37.16.071,BARRAMENTO BLINDADO COBRE 5 POLOS 4000A COM ACESSÓRIOS,AXM,20.0,15458.029999999999,ITEM,NO_COMP,15458.029999999999,PO_MANUAL
27.4.1.5,SIURB,09.016.018 (E),"BANCO AUTOMÁTICO DE CAPACITORES, 360 KVAR, 110/220V, TRIFÁSICO, MONTADO EM PAINEL PARA CORREÇÃO DE FATOR DE POTÊNCIA - BDI = 17,31",UN,1.0,71771.12,ITEM,NO_COMP,71771.12,PO_MANUAL
27.4.2,,,ELETRODUTOS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.4.2.1,SINAPI,91855,"ELETRODUTO FLEXÍVEL - PAREDE - 3/4""",M,7.14,11.56,ITEM,OK,13.439714059600002,CALCULATED
27.4.2.2,SINAPI,91871,"ELETRODUTO RÍGIDO - PAREDE - 3/4""",M,7.0,14.99,ITEM,OK,17.4975250638,CALCULATED
27.4.2.3,SINAPI,91863,"ELETRODUTO RÍGIDO - TETO - 3/4""",M,7.0,11.74,ITEM,OK,13.190200918599999,CALCULATED
27.4.2.4,SINAPI,91902,"CURVA ROSCÁVEL MACHO - RÍGIDO - 3/4""",UN,16.0,11.15,ITEM,OK,14.490801922800003,CALCULATED
27.4.2.5,SINAPI,91879,"LUVA ROSCÁVEL - RÍGIDO - 3/4""",UN,32.0,6.95,ITEM,OK,9.090534615200001,CALCULATED
27.4.3,,,PERFILADOS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.4.3.1,SEINFRA,C1165,DUTO PERFURADO - 38MMX38MM,M,75.0,62.3,ITEM,NO_COMP,62.3,PO_MANUAL
27.4.3.2,SIURB,09.084.057 (E),"SAÍDA LATERAL PARA ELETRODUTO 3/4""",UN,25.0,7.4,ITEM,NO_COMP,7.4,PO_MANUAL
27.4.3.3,SIURB,09.084.037 (E),PERFILADO JUNÇÃO 'L' 38X38MM,UN,2.0,27.090000000000003,ITEM,NO_COMP,27.090000000000003,PO_MANUAL
27.4.3.4,SIURB,09.084.043 (E),PERFILADO JUNÇÃO 'T' 38X38MM,UN,3.0,110.81,ITEM,NO_COMP,110.81,PO_MANUAL
27.4.4,,,CAIXAS DE LIGAÇÃO E PASSAGEM,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.4.4.1,SINAPI,91939,"CAIXA DE PASSAGEM 2X4""",UN,18.0,33.28,ITEM,OK,43.529667840035806,CALCULATED
27.4.4.2,SINAPI,91959,INTERRUPTOR DUPLO,UN,1.0,47.52,ITEM,OK,56.540030982000005,CALCULATED
27.4.4.3,SINAPI,92001,TOMADA SIMPLES 2P+T / 10A,UN,8.0,34.89,ITEM,OK,41.117757478,CALCULATED
27.4.4.4,SINAPI,92009,TOMADA DUPLA 2P+T/10A - 127V,UN,9.0,54.73,ITEM,OK,63.8710509606,CALCULATED
27.4.5,,,LUMINÁRIAS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.4.5.1,ORSE,S11866,LUMINÁRIA BLOCO AUTÔNOMO LED 1200 LUMENS,UN,8.0,242.47,ITEM,NO_COMP,242.47,PO_MANUAL
27.4.5.2,SUDECAP,11.38.12,LUMINÁRIA 2X18W COMPLETA 120CM (LÂMPADA LED E SOQUETE),UN,20.0,216.67999999999998,ITEM,NO_COMP,216.67999999999998,PO_MANUAL
27.4.6,,,CABOS ELÉTRICOS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.4.6.1,SINAPI,91926,"CABO DE COBRE FLEXÍVEL ISOLADO, 2,5 MM², ANTI-CHAMA 450/750 V",M,740.0,4.85,ITEM,OK,4.822962072599999,CALCULATED
27.4.7,,,ATERRAMENTO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.4.7.1,IOPES,S160318,CABO DE COBRE NU 35MM²,M,63.0,54.79,ITEM,NO_COMP,54.79,PO_MANUAL
27.4.7.2,SIURB,09.006.097 (E),CABO DE COBRE NU 95MM²,M,21.0,121.25,ITEM,NO_COMP,121.25,PO_MANUAL
27.4.7.3,CPTM,02.03.10.100.147,FIO DE COBRE NU TIPO CORDOALHA PARA ATERRAMENTO - 25MM² X 300MM,M,2.0,36.82,ITEM,NO_COMP,36.82,PO_MANUAL
27.4.8,,,LEITO DE CABOS - ELETROLÍTICO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.4.8.1,CPOS,38.12.130,LEITO PESADO 1000X100MM,M,15.0,517.74,ITEM,NO_COMP,769.38,PO_MANUAL
27.4.8.2,CPOS,38.12.130,LEITO PESADO 1500X100MM,M,15.0,769.38,ITEM,NO_COMP,769.38,PO_MANUAL
27.4.8.3,EMOP,15.008.0394-0,CURVA HORIZONTAL PARA LEITO PESADO 1500X100MM,M,1.0,109.97,ITEM,NO_COMP,109.97,PO_MANUAL
27.4.8.4,EMOP,15.018.0595-0,TAPETE DE BORRACHA PARA MANOBRA ISOLAÇÃO 15KV,UN,18.0,59.17,ITEM,NO_COMP,59.17,PO_MANUAL
27.5,,,PRÉDIO PRINCIPAL E IMPLANTAÇÃO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.5.1,,,INFRAESTRUTURA GALVANIZADA A FOGO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.5.1.1,SP OBRAS,38.12.086,"LEITO TIPO PESADO 300X100MM, CHAPA #16",M,19.0,232.67,ITEM,NO_COMP,232.67,PO_MANUAL
27.5.1.2,CPOS,38.12.130,"LEITO TIPO PESADO 1400X100MM, CHAPA #16",M,86.0,719.06,ITEM,NO_COMP,769.38,PO_MANUAL
27.5.1.3,CPOS,38.12.130,"LEITO TIPO PESADO 1500X100MM, CHAPA #16",M,95.0,769.38,ITEM,NO_COMP,769.38,PO_MANUAL
27.5.1.4,SEINFRA,C1165,"PERFILADO PERFURADO 38X38MM, CHAPA #16",M,830.0,62.3,ITEM,NO_COMP,62.3,PO_MANUAL
27.5.1.5,SP OBRAS,38.07.310,"PERFILADO PERFURADO 76X38MM, CHAPA #16",M,89.0,65.9,ITEM,NO_COMP,65.9,PO_MANUAL
27.5.1.6,SP OBRAS,38.21.350,"ELETROCALHA LISA GALVANIZADA A FOGO, 300 X 100 MM, COM ACESSÓRIOS",M,41.0,215.25,ITEM,NO_COMP,215.25,PO_MANUAL
27.5.1.7,CPOS,38.22.120,"ELETROCALHA PERFURADA C/ VIROLA 100X100MM, CHAPA #16",M,199.0,116.13,ITEM,NO_COMP,136.28,PO_MANUAL
27.5.1.8,SP OBRAS,38.22.120,"ELETROCALHA PERFURADA C/ VIROLA 150X100MM, CHAPA #16",M,18.0,136.28,ITEM,NO_COMP,136.28,PO_MANUAL
27.5.1.9,SP OBRAS,38.22.130,"ELETROCALHA PERFURADA C/ VIROLA 200X100MM, CHAPA #16",M,77.0,156.43,ITEM,NO_COMP,156.43,PO_MANUAL
27.5.1.1,CPOS,38.22.160,"ELETROCALHA PERFURADA C/ VIROLA 500X100MM, CHAPA #16",M,63.0,332.15999999999997,ITEM,NO_COMP,332.15999999999997,PO_MANUAL
27.5.2,,,INFRAESTRUTURA AÇO GAVANIZADO ELETROLÍTICO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.5.2.1,EMOP,15.018.0466-0,"ELETROCALHA PERFURADA C/ VIROLA 50X50MM, CHAPA #16",M,200.0,77.49000000000001,ITEM,NO_COMP,77.49000000000001,PO_MANUAL
27.5.2.2,EMOP,15.018.0493-0,"ELETROCALHA PERFURADA C/ VIROLA 100X100MM, CHAPA #16",M,7122.0,74.1,ITEM,NO_COMP,74.1,PO_MANUAL
27.5.2.3,EMOP,15.018.0494-0,"ELETROCALHA PERFURADA C/ VIROLA 150X100MM, CHAPA #16",M,605.0,80.46000000000001,ITEM,NO_COMP,80.46000000000001,PO_MANUAL
27.5.2.4,EMOP,15.018.0495-0,"ELETROCALHA PERFURADA C/ VIROLA 200X100MM, CHAPA #16",M,929.0,82.91,ITEM,NO_COMP,89.82,PO_MANUAL
27.5.2.5,EMOP,15.018.0495-0,"ELETROCALHA PERFURADA C/ VIROLA 250X100MM, CHAPA #16",M,82.0,89.82,ITEM,NO_COMP,89.82,PO_MANUAL
27.5.2.6,EMOP,15.018.0480-0,"ELETROCALHA PERFURADA C/ VIROLA 300X100MM, CHAPA #16",M,534.0,123.48,ITEM,NO_COMP,123.48,PO_MANUAL
27.5.2.7,EMOP,15.018.0513-0,"ELETROCALHA PERFURADA C/ VIROLA 400X100MM, CHAPA #16",M,150.0,164.14000000000001,ITEM,NO_COMP,175.81,PO_MANUAL
27.5.2.8,EMOP,15.018.0513-0,"ELETROCALHA PERFURADA C/ VIROLA 500X100MM, CHAPA #16",M,63.0,175.81,ITEM,NO_COMP,175.81,PO_MANUAL
27.5.2.9,CPOS,38.12.086,"LEITO TIPO PESADO 200X100MM, CHAPA #16",M,110.0,159.97,ITEM,NO_COMP,232.67,PO_MANUAL
27.5.2.1,SP OBRAS,38.12.086,"LEITO TIPO PESADO 300X100MM, CHAPA #16",M,48.0,232.67,ITEM,NO_COMP,232.67,PO_MANUAL
27.5.2.1,SP OBRAS,38.12.120,"LEITO TIPO PESADO 500X100MM, CHAPA #16",M,164.0,330.88000000000005,ITEM,NO_COMP,330.88000000000005,PO_MANUAL
27.5.2.1,SP OBRAS,38.12.130,"LEITO TIPO PESADO 800X100MM, CHAPA #16",M,94.0,417.1,ITEM,NO_COMP,769.38,PO_MANUAL
27.5.2.1,CPOS,38.12.130,"LEITO TIPO PESADO 1000X100MM, CHAPA #16",M,34.0,517.74,ITEM,NO_COMP,769.38,PO_MANUAL
27.5.2.1,CPOS,38.12.130,"LEITO TIPO PESADO 1400X100MM, CHAPA #16",M,60.0,719.06,ITEM,NO_COMP,769.38,PO_MANUAL
27.5.2.1,CPOS,38.12.130,"LEITO TIPO PESADO 1500X100MM, CHAPA #16",M,51.0,769.38,ITEM,NO_COMP,769.38,PO_MANUAL
27.5.2.1,SEINFRA,C1165,"PERFILADO PERFURADO 38X38MM, CHAPA #16",M,15161.0,62.3,ITEM,NO_COMP,62.3,PO_MANUAL
27.5.2.1,SP OBRAS,38.07.310,"PERFILADO PERFURADO 76X38MM, CHAPA #16",M,833.0,65.9,ITEM,NO_COMP,65.9,PO_MANUAL
27.5.3,,,ELETRODUTOS E CAIXAS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.5.3.1,SEDOP,170078,"ELETRODUTO DE PVC RÍGIDO PRETO - Ø25MM (1"")",M,15358.0,23.26,ITEM,NO_COMP,23.26,PO_MANUAL
27.5.3.2,ORSE,S09036,"ELETRODUTO DE AÇO CARBONO GALVANIZADO ELETROLÍTICO - SEMI PESADO - Ø25MM (1"")",M,1148.0,117.36999999999999,ITEM,NO_COMP,117.36999999999999,PO_MANUAL
27.5.3.3,CPTM,02.03.05.100.36,"ELETRODUTO DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø25MM (1"")",M,1110.0,37.0,ITEM,NO_COMP,37.0,PO_MANUAL
27.5.3.4,SIURB,09.002.025 (E),"ELETRODUTO DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø50MM (2"")",M,4.0,73.57,ITEM,NO_COMP,73.57,PO_MANUAL
27.5.3.5,SIURB,09.002.025 (E),"ELETRODUTO DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø50MM (2"")",M,4.0,73.57,ITEM,NO_COMP,73.57,PO_MANUAL
27.5.3.6,SIURB,09.002.029 (E),"ELETRODUTO DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø100MM (4"")",M,875.0,148.18,ITEM,NO_COMP,148.18,PO_MANUAL
27.5.3.7,SINAPI,97480,"CURVA DE AÇO CARBONO GALVANIZADO ELETROLÍTICO - SEMI PESADO - Ø25MM (1"")",UN,328.0,60.22,ITEM,OK,63.97440851,CALCULATED
27.5.3.8,CPTM,09.01.02.200.99,"CURVA DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø25MM (1"")",UN,202.0,61.23,ITEM,NO_COMP,61.23,PO_MANUAL
27.5.3.9,CPTM,09.01.02.200.102,"CURVA DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø50MM (2"")",UN,1.0,177.10000000000002,ITEM,NO_COMP,177.10000000000002,PO_MANUAL
27.5.3.1,CPTM,09.01.02.200.105,"CURVA DE AÇO CARBONO GALVANIZADO A FOGO - SEMI PESADO - Ø100MM (4"")",UN,16.0,724.8299999999999,ITEM,NO_COMP,724.8299999999999,PO_MANUAL
27.5.3.1,SINAPI,91914,"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023",UN,7831.0,18.62,ITEM,OK,24.367941773,CALCULATED
27.5.4,,,TOMADAS ELÉTRICAS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.5.4.1,SINAPI,92005,"TOMADA DUPLA 2P+T/20A - IT MÉDICO - MONTADA EM CAIXA 4X2"" - MÓDULO CEGO - COR AMARELO",UN,120.0,63.21,ITEM,OK,75.08494658000001,CALCULATED
27.5.4.2,SINAPI,92004,"TOMADA DUPLA 2P+T/10A - 127V - MONTADA EM CAIXA 4X2""",UN,2026.0,58.93,ITEM,OK,70.94494657999999,CALCULATED
27.5.4.3,SUDECAP,11.14.67,"CONDULETE APARENTE DE ALUMÍNIO, TIPO C, PARA ELETRODUTO DE AÇO GALVANIZADO DN 25 MM (1'') REF 95781",UN,480.0,40.45,ITEM,NO_COMP,40.45,PO_MANUAL
27.5.4.4,SINAPI,95782,"CONDULETE TIPO E DE Ø25MM (1"") - PONTO DE FORÇA",UN,259.0,36.379999999999995,ITEM,OK,39.027373397000005,CALCULATED
27.5.4.5,ORSE,S12563,TAMPA INTERRUPTOR/TOMADA P/CONDULETE EM ALUMÍNIO FUNDIDO,UN,739.0,6.17,ITEM,NO_COMP,6.17,PO_MANUAL
27.5.4.6,SP EDUCAÇÃO,09.08.046,TOMADA 2P+T PADRAO NBR 14136 CORRENTE 10A-250V,UN,976.0,166.76,ITEM,NO_COMP,166.76,PO_MANUAL
27.5.4.7,SIURB,09.082.018 (E),"TOMADA SIMPLES, 2P+T, 20A",UN,655.0,22.18,ITEM,NO_COMP,22.18,PO_MANUAL
27.5.4.8,SINAPI,92005,TOMADA DUPLA 2P+T/20A,UN,824.0,63.21,ITEM,OK,75.08494658000001,CALCULATED
27.5.4.9,SINAPI,91994,TOMADA SIMPLES 2P+T/10A -,UN,1049.0,25.45,ITEM,OK,30.9317543798,CALCULATED
27.5.4.1,SINAPI,91997,TOMADA SIMPLES 2P+T/20A,UN,2649.0,39.1,ITEM,OK,46.687573183000005,CALCULATED
27.5.4.1,EMOP,15.019.0015-0,"TOMADA 2P+T/10A - 127V - MONTADO EM CAIXA DE PISO 4X4""",UN,29.0,59.71,ITEM,NO_COMP,59.71,PO_MANUAL
27.5.4.1,SEINFRA,C4793,"TOMADA 2P+T/20A - 127V - MONTADO EM CAIXA DE PISO 4X4""",UN,38.0,69.71,ITEM,NO_COMP,69.71,PO_MANUAL
27.5.4.1,SP OBRAS,40.02.010,"CAIXA DE PISO 4""X4"", EM ALUMÍNIO",UN,19.0,72.66,ITEM,NO_COMP,72.66,PO_MANUAL
27.5.4.1,SIURB,09.005.061 (E),"PONTO DE FORÇA - MONTADA EM CAIXA 4X2""",UN,625.0,15.0,ITEM,NO_COMP,15.0,PO_MANUAL
27.5.4.1,SEINFRA,C5176,"PONTO DE FORÇA - MONTADO EM CAIXA DE PISO 4X4"" 1""",UN,78.0,49.24,ITEM,NO_COMP,49.24,PO_MANUAL
27.5.4.1,CPTM,02.03.09.410.03,"PLACA (ESPELHO) PARA CAIXA , 4X4",UN,78.0,9.5,ITEM,NO_COMP,9.5,PO_MANUAL
27.5.4.1,SINAPI,95782,"PONTO DE FORÇA - CONDULETE TIPO E DE Ø25MM (1"") - PONTO DE FORÇA",UN,42.0,36.379999999999995,ITEM,OK,39.027373397000005,CALCULATED
27.5.4.1,ORSE,S10909,"FORNECIMENTO E INSTALAÇÃO DE TAMPA CEGA P/CONDULETE CAIXA 4"" X 2""",UN,76.0,7.2299999999999995,ITEM,NO_COMP,7.2299999999999995,PO_MANUAL
27.5.4.1,ORSE,S09422,"TOMADA SIMPLES 2P+T/32A - 220V - MONTADO EM CONDULETE DE Ø25MM (1"")R",UN,25.0,62.72,ITEM,NO_COMP,62.72,PO_MANUAL
27.5.4.2,SEINFRA,C1942,CONECTOR MACHO 2P+T/32A - PARA LIGAÇÃO DE RACK DE TELECOMUNICAÇÕES,UN,16.0,64.44,ITEM,NO_COMP,64.44,PO_MANUAL
27.5.4.2,ORSE,S13528,"PLUG MACHO 2P + T, ABNT, DE EMBUTIR, 10 A COM RABICHO DE CABO PP 3X1,5MM2, COM 1,0M",UN,7414.0,21.270000000000003,ITEM,NO_COMP,21.270000000000003,PO_MANUAL
27.5.4.2,ORSE,S12566,PLUGUE 2P+T FÊMEA,PT,7414.0,16.29,ITEM,NO_COMP,16.29,PO_MANUAL
27.5.5,,,TOMADAS DE REDE,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.5.5.1,ORSE,S07817,TOMADA RJ45 DUPLA,UN,423.0,86.74000000000001,ITEM,NO_COMP,86.74000000000001,PO_MANUAL
27.5.5.2,ORSE,S98307S,TOMADA RJ45 SIMPLES,UN,348.0,40.769999999999996,ITEM,NO_COMP,40.769999999999996,PO_MANUAL
27.5.5.3,ORSE,S98307S,TOMADA RJ45 SIMPLES,UN,362.0,40.769999999999996,ITEM,NO_COMP,40.769999999999996,PO_MANUAL
27.5.5.4,ORSE,S98307S,TOMADA RJ45 SIMPLES,UN,458.0,40.769999999999996,ITEM,NO_COMP,40.769999999999996,PO_MANUAL
27.5.5.5,ORSE,S07817,TOMADA RJ45 DUPLA,UN,38.0,86.74000000000001,ITEM,NO_COMP,86.74000000000001,PO_MANUAL
27.5.5.6,ORSE,S07817,TOMADA RJ45 DUPLA,UN,3.0,86.74000000000001,ITEM,NO_COMP,86.74000000000001,PO_MANUAL
27.5.5.7,ORSE,S98307S,TOMADA RJ45 SIMPLES,UN,120.0,40.769999999999996,ITEM,NO_COMP,40.769999999999996,PO_MANUAL
27.5.5.8,ORSE,S98307S,TOMADA RJ45 SIMPLES,UN,70.0,40.769999999999996,ITEM,NO_COMP,40.769999999999996,PO_MANUAL
27.5.5.9,ORSE,S98307S,TOMADA HDMI SIMPLES,UN,2.0,40.769999999999996,ITEM,NO_COMP,40.769999999999996,PO_MANUAL
27.5.5.1,ORSE,S98307S,TOMADA HDMI SIMPLES,UN,54.0,40.769999999999996,ITEM,NO_COMP,40.769999999999996,PO_MANUAL
27.5.6,,,INTERRUPTORES,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.5.6.1,SINAPI,91953,INTERRUPTOR SIMPLES - 250V/10A - MONTADO EM CONDULETE,UN,55.0,31.26,ITEM,OK,37.415115384,CALCULATED
27.5.6.2,SINAPI,91953,"INTERRUPTOR SIMPLES - 250V/10A - MONTADO EM CAIXA 4X2""",UN,716.0,31.26,ITEM,OK,37.415115384,CALCULATED
27.5.6.3,SINAPI,91959,INTERRUPTOR DUPLO - 250V/10A - MONTADO EM CONDULETE,UN,1.0,47.52,ITEM,OK,56.540030982000005,CALCULATED
27.5.6.4,SINAPI,91959,"INTERRUPTOR DUPLO - 250V/10A - MONTADO EM CAIXA 4X2""",UN,487.0,47.52,ITEM,OK,56.540030982000005,CALCULATED
27.5.6.5,SINAPI,91969,"INTERRUPTOR TRIPLO - 250V/10A - MONTADO EM CAIXA 4X2""",UN,161.0,84.19,ITEM,OK,100.40805576759999,CALCULATED
27.5.6.6,ORSE,S00786,"INTERRUPTOR DIMMER - 250V/10A - MONTADO EM CAIXA 4X2""",UN,44.0,47.75,ITEM,NO_COMP,47.75,PO_MANUAL
27.5.6.7,SINAPI,91955,INTERRUPTOR HOTEL - 250V/10A - MONTADO EM CONDULETE,UN,2.0,38.07,ITEM,OK,45.687573183000005,CALCULATED
27.5.6.8,SINAPI,91961,"INTERRUPTOR HOTEL DUPLO - 250V/10A - MONTADO EM CAIXA 4X2""",UN,2.0,61.15,ITEM,OK,73.08494658000001,CALCULATED
27.5.6.9,SINAPI,91955,"INTERRUPTOR HOTEL - 250V/10A - MONTADO EM CAIXA 4X2""",UN,152.0,38.07,ITEM,OK,45.687573183000005,CALCULATED
27.5.6.1,SINAPI,97597,"SENSOR DE PRESENÇA COM FOTOCÉLULA, FIXAÇÃO EM TETO - FORNECIMENTO E INSTALAÇÃO. AF_09/2024",UN,97.0,72.42,ITEM,OK,77.77994147204,CALCULATED
27.5.6.1,SINAPI,00002510,"RELE FOTOELETRICO INTERNO E EXTERNO BIVOLT 1000 W, DE CONECTOR, SEM BASE",UN,8.0,35.46,ITEM,NO_COMP,35.46,PO_MANUAL
27.5.7,,,LUMINARIAS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
27.5.7.1,SP EDUCAÇÃO,09.09.040,LUMINÁRIA LED DE EMBUTIR CIRCULAR DOWNLIGHT EF45-E8000840 - LUMICENTER,UN,12.0,269.3,ITEM,NO_COMP,269.3,PO_MANUAL
27.5.7.2,SP EDUCAÇÃO,09.09.043,LUMINÁRIA LED DE EMBUTIR CIRCULAR DOWNLIGHT EF72-E2000840 - LUMICENTER,UN,301.0,186.39000000000001,ITEM,NO_COMP,186.39000000000001,PO_MANUAL
27.5.7.3,SINAPI,97607,LUMINÁRIA TIPO ARANDELA P/ LÂMPADA E27 - AR93-S1E27 - LUMICENTER,UN,435.0,107.09,ITEM,OK,119.21146913856,CALCULATED
27.5.7.4,SP EDUCAÇÃO,09.85.066,LAMPADA BULBO LED <= 13W ROSCA E 27 BIVOLT. TEMPERATURA COR 3000ºK.,UN,237.0,18.99,ITEM,NO_COMP,18.99,PO_MANUAL
27.5.7.5,SUDECAP,11.60.20,LÂMPADA BULBO LED 13W 1500 LUMENS BASE E27,UN,198.0,18.82,ITEM,NO_COMP,18.82,PO_MANUAL
27.5.7.6,ORSE,S07294,"LUMINÁRIA LED TIPO BALIZADOR PARA INSTALAÇÃO EM CAIXA 4X2"" - BZ17-E1LEDA - LUMICENTER",UN,246.0,149.46,ITEM,NO_COMP,149.46,PO_MANUAL
27.5.7.7,AGETOP CIVIS,071649,"LUMINÁRIA PLAFON LED QUADRADA DE EMBUTIR, 30W, 40X40 CM (MEDIDAS APROXIMADAS) - INCLUSO CORTE NO FORRO",UN,5734.0,138.93,ITEM,NO_COMP,138.93,PO_MANUAL
27.5.7.8,GOINFRA CIVIL,4063,"LUMINÁRIA TIPO PAINEL DE LED DE EMBUTIR QUADRADA 61,7X61,7CM - LHT44-E4000840 - LUMICENTER",UN,180.0,200.67,ITEM,NO_COMP,200.67,PO_MANUAL
27.5.7.9,CPTM,02.03.11.100.145,"LUMINÁRIA TIPO PAINEL DE LED DE EMBUTIR RETANGULAR 124,3X24,4CM - EHT10-E3500840 - LUMICENTER",UN,183.0,276.08000000000004,ITEM,NO_COMP,276.08000000000004,PO_MANUAL
